Section,Depth between samples (cm),position in section (mm),position in section (cm),Position in composite (cm),Composite depth (m),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Ca,Fe,Ti,TiD,Mo inc,Mo coh,Inc+Coh,Inc.Coh,,Ca (/inc+coh),Fe (/inc+coh),Ti (/inc+coh),Zr (/inc+coh),Rb (/inc+coh),Mn (/inc+coh),Sr (/inc+coh),K (/inc+coh),Si (/inc+coh),,SiTi,FeMn,Zr:Rb
BISH-BABOGAYA11-1A-1U-9B,0.02,949,94.9,824.41,8.2441,7.07,1,0.018355,-0.019443,0.006823,0.1074,15216,1.6,12646,58197,0.085850238,858.50238,15403,4562,19965,3.376370013,,0.633408465,2.914951165,0.085850238,0.030052592,0.024593038,0.040020035,0.172151265,0.041422489,0.007763586,,0.090431739,72.83729674,1.221995916
BISH-BABOGAYA11-1A-1U-9B,0.02,949.2,94.92,824.43,8.2443,7.07,1,0.018352,-0.019443,0.0068,0.1074,15308,1.45,12385,59482,0.086278271,862.78271,15246,4562,19808,3.341955283,,0.625252423,3.00292811,0.086278271,0.028624798,0.022314216,0.03710622,0.164075121,0.040892569,0.006411551,,0.074312463,80.92789053,1.282805455
BISH-BABOGAYA11-1A-1U-9B,0.02,949.4,94.94,824.45,8.2445,7.07,1,0.018351,-0.019443,0.006845,0.1074,15185,1.4,12867,55668,0.083753982,837.53982,15850,4555,20405,3.479692645,,0.63058074,2.728154864,0.083753982,0.027836315,0.027787307,0.034207302,0.176378339,0.042293556,0.005929919,,0.070801638,79.75358197,1.001763683
BISH-BABOGAYA11-1A-1U-9B,0.02,949.6,94.96,824.47,8.2447,7.07,1,0.018349,-0.019443,0.006875,0.1074,15020,1.65,12518,53359,0.075857109,758.57109,16091,4764,20855,3.377623846,,0.600239751,2.558571086,0.075857109,0.03620235,0.02546152,0.031599137,0.167729561,0.038408056,0.008295373,,0.109355247,80.96965072,1.421845593
BISH-BABOGAYA11-1A-1U-9B,0.02,949.8,94.98,824.49,8.2449,7.07,1,0.018354,-0.019443,0.00693,0.1074,15168,1.53,11450,56748,0.084612318,846.12318,15650,4418,20068,3.542326845,,0.570560096,2.827785529,0.084612318,0.028851904,0.022174606,0.036625473,0.169473789,0.046342436,0.007972892,,0.094228504,77.20816408,1.301123637
BISH-BABOGAYA11-1A-1U-9B,0.02,950,95,824.51,8.2451,7.07,1,0.018354,-0.019443,0.00691,0.1074,15382,1.52,11698,59524,0.091696535,916.96535,15579,4509,20088,3.45508982,,0.582337714,2.963162087,0.091696535,0.035294703,0.023148148,0.041417762,0.1663182,0.047789725,0.007417364,,0.080890337,71.54326897,1.524731179
BISH-BABOGAYA11-1A-1U-9B,0.02,950.2,95.02,824.53,8.2453,7.07,1,0.018356,-0.019443,0.006978,0.1074,15295,1.47,12050,58364,0.083075585,830.75585,16042,4650,20692,3.449892473,,0.582350667,2.820606998,0.083075585,0.031896385,0.022037502,0.040208776,0.16590953,0.047747922,0.007394162,,0.089005236,70.14903906,1.447368445
BISH-BABOGAYA11-1A-1U-9B,0.02,950.4,95.04,824.55,8.2455,7.07,1,0.018356,-0.019443,0.006917,0.1074,15225,1.48,11062,58128,0.085909471,859.09471,15856,4491,20347,3.530616789,,0.543667371,2.856833931,0.085909471,0.030225586,0.023787291,0.037794269,0.180173981,0.043446208,0.007322947,,0.085240275,75.58907757,1.270661127
BISH-BABOGAYA11-1A-1U-9B,0.02,950.6,95.06,824.57,8.2457,7.07,1,0.018355,-0.019443,0.006929,0.1074,14973,1.52,11046,51459,0.069545497,695.45497,16469,4697,21166,3.506280605,,0.521874705,2.431210432,0.069545497,0.03080412,0.022205424,0.031418312,0.163469716,0.044930549,0.008693187,,0.125,77.38195585,1.387234038
BISH-BABOGAYA11-1A-1U-9B,0.02,950.8,95.08,824.59,8.2459,7.07,1,0.018354,-0.019443,0.006872,0.1074,14988,1.5,11189,51332,0.073966053,739.66053,16507,4408,20915,3.744782214,,0.534974898,2.454315085,0.073966053,0.030791298,0.020846283,0.030504423,0.161941191,0.039540999,0.00631126,,0.085326438,80.45767937,1.477064185
BISH-BABOGAYA11-1A-1U-9B,0.02,951,95.1,824.61,8.2461,7.07,1,0.018352,-0.019443,0.006815,0.1074,15145,1.4,10251,53715,0.08004478,800.4478,16749,4689,21438,3.571976967,,0.478169605,2.505597537,0.08004478,0.031299562,0.020524303,0.031066331,0.151786547,0.043660789,0.006623752,,0.082750583,80.65315267,1.524999996
BISH-BABOGAYA11-1A-1U-9B,0.02,951.2,95.12,824.63,8.2463,7.07,1,0.018353,-0.019443,0.006782,0.1074,15028,1.37,11189,52608,0.07588127,758.8127,16774,4417,21191,3.797600181,,0.528007173,2.482563352,0.07588127,0.028125147,0.013968194,0.034071068,0.14586381,0.041763013,0.007503185,,0.098880597,72.86426572,2.013513486
BISH-BABOGAYA11-1A-1U-9B,0.02,951.4,95.14,824.65,8.2465,7.07,1,0.018352,-0.019443,0.006762,0.1074,14879,1.44,10891,52188,0.074392197,743.92197,16166,4441,20607,3.640171133,,0.52850973,2.532537487,0.074392197,0.021303441,0.019653516,0.037802688,0.143980201,0.040131994,0.007036444,,0.09458578,66.99358223,1.083950627
BISH-BABOGAYA11-1A-1U-9B,0.02,951.6,95.16,824.67,8.2467,7.07,1,0.018353,-0.019443,0.006731,0.1074,14887,1.45,10936,55218,0.075049505,750.49505,16045,4155,20200,3.861612515,,0.541386139,2.733564356,0.075049505,0.037029703,0.019207921,0.037475248,0.142029703,0.038514851,0.006831683,,0.091029024,72.94319589,1.927835032
BISH-BABOGAYA11-1A-1U-9B,0.02,951.8,95.18,824.69,8.2469,7.07,1,0.018352,-0.019443,0.006755,0.1074,14999,1.52,10909,57462,0.08419586,841.9586,15872,4224,20096,3.757575758,,0.542844347,2.859375,0.08419586,0.029160032,0.020899682,0.032593551,0.155254777,0.044735271,0.009603901,,0.114066194,87.72824415,1.395238071
BISH-BABOGAYA11-1A-1U-9B,0.02,952,95.2,824.71,8.2471,7.07,1,0.01835,-0.019443,0.006795,0.1074,15409,1.41,11446,64122,0.092087815,920.87815,15898,4463,20361,3.562177907,,0.562153136,3.14925593,0.092087815,0.030695938,0.026079269,0.035951083,0.147045823,0.042679633,0.005648053,,0.061333333,87.59836053,1.177024479
BISH-BABOGAYA11-1A-1U-9B,0.02,952.2,95.22,824.73,8.2473,7.07,1,0.01835,-0.019443,0.006816,0.1074,15338,1.51,9289,64461,0.100686958,1006.86958,15516,4427,19943,3.504856562,,0.465777466,3.232261947,0.100686958,0.025923883,0.020909592,0.041117184,0.157649301,0.053652911,0.006769292,,0.067231076,78.61097557,1.23980817
BISH-BABOGAYA11-1A-1U-9B,0.02,952.4,95.24,824.75,8.2475,7.07,1,0.01835,-0.019443,0.006795,0.1074,15468,1.51,9206,65596,0.104637637,1046.37637,15400,4373,19773,3.521609879,,0.465584383,3.317453093,0.104637637,0.031204167,0.020330754,0.043240783,0.14711981,0.049006221,0.00768725,,0.073465442,76.72046764,1.53482586
BISH-BABOGAYA11-1A-1U-9B,0.02,952.6,95.26,824.77,8.2477,7.07,1,0.018349,-0.019443,0.006778,0.1074,15513,1.56,9351,67531,0.092639211,926.39211,15450,4412,19862,3.501813237,,0.47079851,3.400010069,0.092639211,0.027691068,0.020038264,0.042895982,0.14545363,0.048534891,0.006494814,,0.070108696,79.26173759,1.381909531
BISH-BABOGAYA11-1A-1U-9B,0.02,952.8,95.28,824.79,8.2479,7.07,1,0.018348,-0.019443,0.006827,0.1074,15178,1.52,8989,61773,0.088825644,888.25644,15620,4408,20028,3.543557169,,0.44882165,3.084331935,0.088825644,0.039744358,0.02551428,0.04069303,0.150039944,0.042690234,0.006640703,,0.074761102,75.79509157,1.557729946
BISH-BABOGAYA11-1A-1U-9B,0.02,953,95.3,824.81,8.2481,7.07,1,0.018353,-0.019443,0.00697,0.1074,15140,1.26,9754,58985,0.095200668,952.00668,15704,4653,20357,3.375026864,,0.479147222,2.897529105,0.095200668,0.034975684,0.02976863,0.043228374,0.144372943,0.043031881,0.007221103,,0.075851393,67.02840836,1.174917489
BISH-BABOGAYA11-1A-1U-9B,0.02,953.2,95.32,824.83,8.2483,7.07,1,0.018351,-0.019443,0.006982,0.1074,15491,1.6,10402,63672,0.088558149,885.58149,15619,4605,20224,3.3917481,,0.514339399,3.148338608,0.088558149,0.036689082,0.024327532,0.043117089,0.139240506,0.04647943,0.006279668,,0.070910106,73.01834797,1.508130048
BISH-BABOGAYA11-1A-1U-9B,0.02,953.4,95.34,824.85,8.2485,7.07,1,0.018356,-0.019443,0.006949,0.1074,15606,1.43,10493,63674,0.100766489,1007.66489,15788,4695,20483,3.362726305,,0.512278475,3.108626666,0.100766489,0.036371625,0.026997998,0.039935556,0.143680125,0.045891715,0.007420788,,0.073643411,77.84107641,1.347197114
BISH-BABOGAYA11-1A-1U-9B,0.02,953.6,95.36,824.87,8.2487,7.07,1,0.018357,-0.019443,0.006985,0.1074,15360,1.43,9962,60512,0.086637298,866.37298,15912,4518,20430,3.521912351,,0.487616251,2.961918747,0.086637298,0.038619677,0.025305923,0.038325991,0.14659814,0.046647088,0.006069506,,0.070056497,77.28224815,1.526112167
BISH-BABOGAYA11-1A-1U-9B,0.02,953.8,95.38,824.89,8.2489,7.06,1,0.018356,-0.019443,0.006948,0.1074,15439,1.47,10423,59372,0.091257669,912.57669,16227,4637,20864,3.499460858,,0.499568635,2.845667178,0.091257669,0.03470092,0.019890721,0.033310966,0.135736196,0.04251342,0.007333206,,0.080357143,85.42733879,1.744578289
BISH-BABOGAYA11-1A-1U-9B,0.02,954,95.4,824.91,8.2491,7.06,1,0.018357,-0.019443,0.006934,0.1074,15855,1.61,11678,60909,0.096602011,966.02011,16349,4634,20983,3.528053517,,0.556545775,2.90277844,0.096602011,0.028737549,0.02711719,0.035171329,0.15488729,0.042748892,0.0084354,,0.087321164,82.53252074,1.059753942
BISH-BABOGAYA11-1A-1U-9B,0.02,954.2,95.42,824.93,8.2493,7.06,1,0.018352,-0.019443,0.006886,0.1074,16047,1.48,11104,62128,0.088829513,888.29513,16582,4751,21333,3.490212587,,0.520508133,2.912295505,0.088829513,0.026062907,0.025359771,0.040078751,0.154361787,0.041719402,0.007171987,,0.080738786,72.66432791,1.027726433
BISH-BABOGAYA11-1A-1U-9B,0.02,954.4,95.44,824.95,8.2495,7.06,1,0.018353,-0.019443,0.006852,0.1074,15970,1.54,11930,57944,0.086267765,862.67765,17367,4727,22094,3.674000423,,0.539965602,2.622612474,0.086267765,0.035937359,0.023309496,0.037838327,0.147958722,0.040191907,0.005974473,,0.069254984,69.31100506,1.541747578
BISH-BABOGAYA11-1A-1U-9B,0.02,954.6,95.46,824.97,8.2497,7.06,1,0.018351,-0.019443,0.006834,0.1074,15787,1.81,10910,54611,0.070971209,709.71209,17538,4795,22333,3.657559958,,0.488514754,2.445305154,0.070971209,0.026910849,0.020955537,0.036045314,0.14664398,0.039940895,0.00600009,,0.084542587,67.83975176,1.284187993
BISH-BABOGAYA11-1A-1U-9B,0.02,954.8,95.48,824.99,8.2499,7.07,1,0.018358,-0.019443,0.006871,0.1074,15587,1.37,13523,48688,0.062222222,622.22222,17830,4670,22500,3.817987152,,0.601022222,2.163911111,0.062222222,0.025288889,0.017822222,0.031511111,0.143777778,0.036933333,0.005555556,,0.089285714,68.67136836,1.418952642
BISH-BABOGAYA11-1A-1U-9B,0.02,955,95.5,825.01,8.2501,7.07,1,0.018358,-0.019443,0.006895,0.1074,15687,1.37,12836,50818,0.064685392,646.85392,17885,4794,22679,3.730705048,,0.565986155,2.240751356,0.064685392,0.025133383,0.017593368,0.026808942,0.134794303,0.032673398,0.005643988,,0.087252897,83.58223745,1.428571437
BISH-BABOGAYA11-1A-1U-9B,0.02,955.2,95.52,825.03,8.2503,7.07,1,0.018356,-0.019443,0.006926,0.1074,15911,1.55,11793,52955,0.067786468,677.86468,18506,4891,23397,3.783684318,,0.504038979,2.263324358,0.067786468,0.033081164,0.019446938,0.030944138,0.117963842,0.02863615,0.005684489,,0.083858764,73.14226552,1.701098857
BISH-BABOGAYA11-1A-1U-9B,0.02,955.4,95.54,825.05,8.2505,7.07,1,0.018357,-0.019443,0.006947,0.1074,15568,1.68,11424,49498,0.063701144,637.01144,18416,4739,23155,3.88605191,,0.493370762,2.137680846,0.063701144,0.029626431,0.021204923,0.026603325,0.124508745,0.033124595,0.005527964,,0.086779661,80.35389734,1.397148719
BISH-BABOGAYA11-1A-1U-9B,0.02,955.6,95.56,825.07,8.2507,7.07,1,0.018359,-0.019443,0.00698,0.1074,16017,1.6,11706,54239,0.059529893,595.29893,18600,4884,23484,3.808353808,,0.498467041,2.309615057,0.059529893,0.031127576,0.020396866,0.030105604,0.12480838,0.028742974,0.005961506,,0.100143062,76.7171141,1.526096019
BISH-BABOGAYA11-1A-1U-9B,0.02,955.8,95.58,825.09,8.2509,7.07,1,0.018359,-0.019443,0.00691,0.1074,15919,1.59,10631,52416,0.063521561,635.21561,18839,4838,23677,3.893964448,,0.44900114,2.213793977,0.063521561,0.030282553,0.022933649,0.028128564,0.119820923,0.029057735,0.004561389,,0.071808511,78.70270153,1.320441985
BISH-BABOGAYA11-1A-1U-9B,0.02,956,95.6,825.11,8.2511,7.07,1,0.018354,-0.019443,0.006937,0.1074,15925,1.32,8807,51290,0.065053203,650.53203,19119,4846,23965,3.945315724,,0.367494262,2.140204465,0.065053203,0.029626539,0.022658043,0.02808262,0.118214062,0.030461089,0.003755477,,0.057729314,76.21099687,1.307550657
BISH-BABOGAYA11-1A-1U-9B,0.02,956.2,95.62,825.13,8.2513,7.07,1,0.018356,-0.019443,0.006908,0.1074,15619,1.65,8775,46047,0.052130975,521.30975,19971,4736,24707,4.216849662,,0.355162505,1.863722832,0.052130975,0.032662808,0.015542154,0.020196705,0.100254988,0.026308334,0.00380459,,0.072981366,92.2785589,2.101562499
BISH-BABOGAYA11-1A-1U-9B,0.02,956.4,95.64,825.15,8.2515,7.07,1,0.018358,-0.019443,0.006862,0.1074,15722,1.41,8279,47054,0.055431548,554.31548,19537,4655,24192,4.196992481,,0.342220569,1.945023148,0.055431548,0.016079696,0.011946098,0.022445437,0.108713624,0.026951058,0.004877646,,0.087994034,86.65561504,1.346020768
BISH-BABOGAYA11-1A-1U-9B,0.02,956.6,95.66,825.17,8.2517,7.07,1,0.01836,-0.019443,0.006847,0.1074,15601,1.6,7760,45194,0.055346218,553.46218,20116,4565,24681,4.406571742,,0.314411896,1.831125157,0.055346218,0.023702443,0.013411126,0.021636076,0.086584822,0.025930878,0.003930149,,0.071010249,84.63296011,1.767371584
BISH-BABOGAYA11-1A-1U-9B,0.02,956.8,95.68,825.19,8.2519,7.07,1,0.018354,-0.019443,0.006816,0.1074,15435,1.33,7121,43397,0.056063225,560.63225,19584,4710,24294,4.157961783,,0.293117642,1.786325842,0.056063225,0.02967811,0.012595703,0.023297934,0.092244999,0.023092122,0.004651354,,0.082966226,76.67314372,2.356209098
BISH-BABOGAYA11-1A-1U-9B,0.02,957,95.7,825.21,8.2521,7.07,1,0.018355,-0.019443,0.006849,0.1074,15078,1.37,7613,39946,0.048640674,486.40674,19413,4312,23725,4.502087199,,0.320885142,1.683709168,0.048640674,0.026132771,0.015932561,0.02288725,0.104236038,0.02630137,0.004847208,,0.09965338,73.56537671,1.640211577
BISH-BABOGAYA11-1A-1U-9B,0.02,957.2,95.72,825.23,8.2523,7.07,1,0.018354,-0.019443,0.006829,0.1074,14529,1.49,7396,37234,0.047559985,475.59985,18883,4498,23381,4.198088039,,0.316325221,1.592489628,0.047559985,0.028741286,0.012360464,0.020187332,0.097985544,0.022454129,0.005260682,,0.110611511,78.88559162,2.325259472
BISH-BABOGAYA11-1A-1U-9B,0.02,957.4,95.74,825.25,8.2525,7.07,1,0.018352,-0.019443,0.006804,0.1074,14090,1.41,8268,35418,0.047043435,470.43435,17831,4340,22171,4.108525346,,0.37291958,1.59749222,0.047043435,0.029768617,0.009697352,0.020161472,0.114067927,0.022055839,0.004826124,,0.102588686,79.23490011,3.069767603
BISH-BABOGAYA11-1A-1U-9B,0.02,957.6,95.76,825.27,8.2527,7.07,1,0.018352,-0.019443,0.006846,0.1074,14109,1.4,8798,39729,0.052098474,520.98474,17615,4401,22016,4.002499432,,0.399618459,1.804551235,0.052098474,0.035928416,0.021075581,0.023028706,0.123137718,0.025753997,0.006631541,,0.127288579,78.36094807,1.704741426
BISH-BABOGAYA11-1A-1U-9B,0.02,957.8,95.78,825.29,8.2529,7.07,1,0.018351,-0.019443,0.006826,0.1074,14433,1.45,9923,45528,0.062219521,622.19521,17003,4389,21392,3.87400319,,0.463864996,2.128272251,0.062219521,0.0256638,0.020474944,0.027159686,0.128178758,0.029450262,0.005516081,,0.088655147,78.36144538,1.253424674
BISH-BABOGAYA11-1A-1U-9B,0.02,958,95.8,825.31,8.2531,7.07,1,0.018352,-0.019443,0.006793,0.1074,14258,1.55,8939,46730,0.062634383,626.34383,17036,4358,21394,3.90913263,,0.417827428,2.184257268,0.062634383,0.032485744,0.020800224,0.027203889,0.130223427,0.029821445,0.002944751,,0.047014925,80.29209603,1.561797796
BISH-BABOGAYA11-1A-1U-9B,0.02,958.2,95.82,825.33,8.2533,7.07,1,0.018352,-0.019443,0.006759,0.1074,14509,1.55,8713,50269,0.06463145,646.3145,16607,4652,21259,3.569862425,,0.409849946,2.364598523,0.06463145,0.038430782,0.027000329,0.028975963,0.151230067,0.03255092,0.004609812,,0.0713246,81.60551982,1.423344953
BISH-BABOGAYA11-1A-1U-9B,0.02,958.4,95.84,825.35,8.2535,7.07,1,0.018355,-0.019443,0.006976,0.1074,14682,1.39,8802,51013,0.059645597,596.45597,17092,4804,21896,3.557868443,,0.401991231,2.329786262,0.059645597,0.035577274,0.020551699,0.0258038,0.145277676,0.033522104,0.00415601,,0.069678407,90.2884948,1.731111087
BISH-BABOGAYA11-1A-1U-9B,0.02,958.6,95.86,825.37,8.2537,7.07,1,0.018354,-0.019443,0.006976,0.1074,15176,1.46,9237,53426,0.06475951,647.5951,17399,4868,22267,3.574157765,,0.414829119,2.399335339,0.06475951,0.033906678,0.016571608,0.026855885,0.139623658,0.032918669,0.005299322,,0.081830791,89.34113841,2.046070484
BISH-BABOGAYA11-1A-1U-9B,0.02,958.8,95.88,825.39,8.2539,7.07,1,0.018352,-0.019443,0.006976,0.1074,15084,1.39,8826,50205,0.061538462,615.38462,17943,4807,22750,3.732681506,,0.387956044,2.206813187,0.061538462,0.031648352,0.019120879,0.025978022,0.133846154,0.028043956,0.004835165,,0.078571429,84.94923851,1.655172443
BISH-BABOGAYA11-1A-1U-9B,0.02,959,95.9,825.41,8.2541,7.07,1,0.018354,-0.019443,0.006962,0.1074,14858,1.51,7918,45625,0.056204252,562.04252,18177,4775,22952,3.806701571,,0.34498083,1.987844197,0.056204252,0.026315789,0.019518996,0.023396654,0.141991983,0.026402928,0.00265772,,0.047286822,84.96275566,1.348214273
BISH-BABOGAYA11-1A-1U-9B,0.02,959.2,95.92,825.43,8.2543,7.07,1,0.018356,-0.019443,0.006987,0.1074,15437,1.45,7857,49856,0.059074457,590.74457,18538,4670,23208,3.969593148,,0.338547053,2.14822475,0.059074457,0.034987935,0.01895898,0.028697001,0.133014478,0.022578421,0.004955188,,0.083880379,74.85885894,1.845454502
BISH-BABOGAYA11-1A-1U-9B,0.02,959.4,95.94,825.45,8.2545,7.07,1,0.018355,-0.019443,0.006987,0.1074,14921,1.52,7110,41822,0.050158485,501.58485,18528,4818,23346,3.845579078,,0.304548959,1.791398955,0.050158485,0.038850338,0.013835347,0.022958965,0.118649876,0.018375739,0.003983552,,0.0794193,78.02611986,2.808049411
BISH-BABOGAYA11-1A-1U-9B,0.02,959.6,95.96,825.47,8.2547,7.07,1,0.018353,-0.019443,0.006921,0.1074,14157,1.47,5383,35145,0.042115989,421.15989,18707,4847,23554,3.859500722,,0.228538677,1.492103252,0.042115989,0.025006368,0.015326484,0.018510656,0.117177549,0.016600153,0.002759616,,0.065524194,80.60779975,1.631578906
BISH-BABOGAYA11-1A-1U-9B,0.02,959.8,95.98,825.49,8.2549,7.07,1,0.018351,-0.019443,0.006974,0.1074,14421,1.42,6781,40149,0.045627854,456.27854,18915,4952,23867,3.819668821,,0.284116144,1.682197176,0.045627854,0.028323627,0.01722043,0.023463359,0.118029078,0.018728789,0.004231784,,0.092745638,71.69464423,1.644768859
BISH-BABOGAYA11-1A-1U-9B,0.02,960,96,825.51,8.2551,7.07,1,0.018351,-0.019443,0.006928,0.1074,14741,1.42,8881,43573,0.049028478,490.28478,18659,4552,23211,4.099077329,,0.382620309,1.877256473,0.049028478,0.032398432,0.020335186,0.02296325,0.133729697,0.024169575,0.005213046,,0.106326889,81.75046969,1.593220342
BISH-BABOGAYA11-1A-1U-9B,0.02,960.2,96.02,825.53,8.2553,7.07,1,0.018352,-0.019443,0.006883,0.1074,15029,1.48,9515,47341,0.05205764,520.5764,18337,4772,23109,3.842623638,,0.411744342,2.048595785,0.05205764,0.030161409,0.018780562,0.028776667,0.140205115,0.023583885,0.004413865,,0.08478803,71.18947392,1.605990758
BISH-BABOGAYA11-1A-1U-9B,0.02,960.4,96.04,825.55,8.2555,7.07,1,0.018355,-0.019443,0.006872,0.1074,15529,1.38,9637,51937,0.053309057,533.09057,18783,4834,23617,3.885601986,,0.408053521,2.199136215,0.053309057,0.029004531,0.01850362,0.025320744,0.11525596,0.02400813,0.004234238,,0.079428118,86.85116895,1.567505764
BISH-BABOGAYA11-1A-1U-9B,0.02,960.6,96.06,825.57,8.2557,7.08,1,0.018355,-0.019443,0.006836,0.1074,15355,1.39,10120,47083,0.052092121,520.92121,19016,4692,23708,4.052855925,,0.426860132,1.985954108,0.052092121,0.033617344,0.01455205,0.024211237,0.131980766,0.026615488,0.004217985,,0.08097166,82.02613142,2.310144894
BISH-BABOGAYA11-1A-1U-9B,0.02,960.8,96.08,825.59,8.2559,7.08,1,0.018354,-0.019443,0.006863,0.1074,15567,1.53,10495,50724,0.057292321,572.92321,19038,4857,23895,3.919703521,,0.439213225,2.122787194,0.057292321,0.030550324,0.018623143,0.025277255,0.120318058,0.028332287,0.005105671,,0.089116143,83.98013131,1.640449413
BISH-BABOGAYA11-1A-1U-9B,0.02,961,96.1,825.61,8.2561,7.08,1,0.018353,-0.019443,0.006924,0.1074,15415,1.5,7919,52048,0.067521802,675.21802,18912,4710,23622,4.015286624,,0.335238337,2.20336974,0.067521802,0.028786724,0.020108374,0.027093388,0.112437558,0.027728389,0.005376344,,0.079623824,81.32499856,1.431578903
BISH-BABOGAYA11-1A-1U-9B,0.02,961.2,96.12,825.63,8.2563,7.08,1,0.018354,-0.019443,0.006956,0.1074,15155,1.46,7680,48792,0.059871914,598.71914,19027,4707,23734,4.042277459,,0.323586416,2.05578495,0.059871914,0.027639673,0.01386197,0.025575124,0.110474425,0.030083425,0.0045083,,0.075299085,80.38220851,1.993920994
BISH-BABOGAYA11-1A-1U-9B,0.02,961.4,96.14,825.65,8.2565,7.08,1,0.018354,-0.019443,0.006975,0.1074,14937,1.47,8168,45544,0.056011792,560.11792,19087,4658,23745,4.097681408,,0.343988208,1.918045904,0.056011792,0.033817646,0.018951358,0.024594652,0.126342388,0.027963782,0.006232891,,0.111278195,77.98629979,1.784444471
BISH-BABOGAYA11-1A-1U-9B,0.02,961.6,96.16,825.67,8.2567,7.08,1,0.018354,-0.019443,0.006975,0.1074,15033,1.47,8907,45229,0.054477833,544.77833,19041,4620,23661,4.121428571,,0.376442247,1.9115422,0.054477833,0.02890833,0.022568784,0.022272939,0.10819492,0.024977812,0.00498711,,0.091543832,85.82352782,1.280898873
BISH-BABOGAYA11-1A-1U-9B,0.02,961.8,96.18,825.69,8.2569,7.08,1,0.018353,-0.019443,0.00696,0.1074,14836,1.51,8569,42739,0.05058548,505.8548,18641,4844,23485,3.848265896,,0.364871194,1.819842453,0.05058548,0.031807537,0.018181818,0.02073664,0.128507558,0.02418565,0.005237386,,0.103535354,87.75975534,1.749414552
BISH-BABOGAYA11-1A-1U-9B,0.02,962,96.2,825.71,8.2571,7.08,1,0.018354,-0.019443,0.006928,0.1074,14822,1.53,8670,42532,0.052631579,526.31579,18772,4655,23427,4.032653061,,0.370085798,1.815512016,0.052631579,0.031715542,0.018141461,0.02159901,0.11913604,0.025910274,0.004695437,,0.089213301,84.05533476,1.748235272
BISH-BABOGAYA11-1A-1U-9B,0.02,962.2,96.22,825.73,8.2573,7.08,1,0.018357,-0.019443,0.006899,0.1074,14651,1.36,7604,41249,0.053544592,535.44592,18674,4615,23289,4.046370531,,0.326506076,1.771179527,0.053544592,0.027523724,0.017561939,0.022628709,0.109880201,0.027523724,0.005667912,,0.10585405,78.27134668,1.567237194
BISH-BABOGAYA11-1A-1U-9B,0.02,962.4,96.24,825.75,8.2575,7.08,1,0.018358,-0.019443,0.006879,0.1074,14753,1.47,8072,42853,0.049221157,492.21157,18917,4772,23689,3.964165968,,0.340748871,1.808983072,0.049221157,0.022162185,0.017012115,0.020895774,0.108869095,0.023766305,0.004432437,,0.090051458,86.57171886,1.302729555
BISH-BABOGAYA11-1A-1U-9B,0.02,962.6,96.26,825.77,8.2577,7.08,1,0.018358,-0.019443,0.00681,0.1074,14814,1.47,9409,43995,0.055912872,559.12872,18603,4719,23322,3.94214876,,0.403438813,1.886416259,0.055912872,0.027913558,0.020795815,0.025298002,0.104622245,0.025855415,0.005316868,,0.095092025,74.56779626,1.342268048
BISH-BABOGAYA11-1A-1U-9B,0.02,962.8,96.28,825.79,8.2579,7.08,1,0.018355,-0.019443,0.00681,0.1074,14586,1.36,9095,43438,0.059987521,599.87521,17912,4526,22438,3.957578436,,0.405339157,1.935912292,0.059987521,0.024021749,0.016935556,0.025046796,0.124966575,0.026740351,0.004367591,,0.072808321,77.29181377,1.418421043
BISH-BABOGAYA11-1A-1U-9B,0.02,963,96.3,825.81,8.2581,7.08,1,0.018356,-0.019443,0.006826,0.1074,14764,1.42,9732,45494,0.057293024,572.93024,18240,4782,23022,3.814303639,,0.422726088,1.976109808,0.057293024,0.029710711,0.018243419,0.02245678,0.12592303,0.026496395,0.004778038,,0.083396513,87.99613337,1.628571432
BISH-BABOGAYA11-1A-1U-9B,0.02,963.2,96.32,825.83,8.2583,7.08,1,0.018356,-0.019443,0.006803,0.1074,14693,1.43,10782,42360,0.057402084,574.02084,17799,4465,22264,3.986338186,,0.484279554,1.902623069,0.057402084,0.0256917,0.021918793,0.024793388,0.144583184,0.024119655,0.005614445,,0.097809077,76.73913178,1.172131148
BISH-BABOGAYA11-1A-1U-9B,0.02,963.4,96.34,825.85,8.2585,7.08,1,0.018354,-0.019443,0.00676,0.1074,14815,1.6,10159,44193,0.054543088,545.43088,18385,4661,23046,3.944432525,,0.440814024,1.917599583,0.054543088,0.036926148,0.018397987,0.022476786,0.130044259,0.025340623,0.00468628,,0.085918854,85.31467012,2.007075448
BISH-BABOGAYA11-1A-1U-9B,0.02,963.6,96.36,825.87,8.2587,7.08,1,0.018352,-0.019443,0.006733,0.1074,14942,1.47,8692,46065,0.050400377,504.00377,18632,4721,23353,3.946621479,,0.372200574,1.972551706,0.050400377,0.02526442,0.013788378,0.02239541,0.108979574,0.026035199,0.004924421,,0.097706032,88.07839222,1.832298186
BISH-BABOGAYA11-1A-1U-9B,0.02,963.8,96.38,825.89,8.2589,7.08,1,0.018355,-0.019443,0.006733,0.1074,14508,1.34,7932,41940,0.050346844,503.46844,18374,4547,22921,4.040906092,,0.3460582,1.829763099,0.050346844,0.030583308,0.017887527,0.020897867,0.119541032,0.024824397,0.004929977,,0.097920277,87.55740952,1.709756078
