Section,Depth between samples (cm),position in section (mm),position in section (cm),Position in composite (cm),Composite depth (m),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Ca,Fe,Ti,TiD,Mo inc,Mo coh,Inc+Coh,Inc.Coh,,Ca (/inc+coh),Fe (/inc+coh),Ti (/inc+coh),Zr (/inc+coh),Rb (/inc+coh),Mn (/inc+coh),Sr (/inc+coh),K (/inc+coh),Si (/inc+coh),,SiTi,FeMn,Zr:Rb
BISH-BABOGAYA11-1A-1U-9B,0.02,30.8,3.08,732.59,7.3259,6.66,1,0.018352,-0.019443,0.006761,0.1074,16787,1.43,7240,72578,0.091611634,916.11634,16893,4458,21351,3.789367429,,0.339094188,3.399278722,0.091611634,0.032832186,0.01620533,0.036625919,0.102149782,0.045103274,0.007119104,,0.077709611,92.81074209,2.026011565
BISH-BABOGAYA11-1A-1U-9B,0.02,31,3.1,732.61,7.3261,6.67,1,0.018353,-0.019443,0.006753,0.1074,17093,1.46,7355,74834,0.099495413,994.95413,17088,4712,21800,3.626485569,,0.337385321,3.432752294,0.099495413,0.035137615,0.019036697,0.036926606,0.102752294,0.045045872,0.006330275,,0.06362379,92.96148945,1.845783173
BISH-BABOGAYA11-1A-1U-9B,0.02,31.2,3.12,732.63,7.3263,6.68,1,0.018352,-0.019443,0.006749,0.1074,17454,1.49,7514,77271,0.101192963,1011.92963,16829,4714,21543,3.570004243,,0.348790791,3.586826347,0.101192963,0.034721255,0.022420276,0.038249083,0.108387875,0.04604744,0.00728775,,0.072018349,93.77548599,1.548654218
BISH-BABOGAYA11-1A-1U-9B,0.02,31.4,3.14,732.65,7.3265,6.68,1,0.018352,-0.019443,0.006733,0.1074,17773,1.5,7869,79077,0.096978022,969.78022,17155,4685,21840,3.661686233,,0.360302198,3.620741758,0.096978022,0.023717949,0.019001832,0.043315018,0.109386447,0.044276557,0.007188645,,0.074126534,83.59090969,1.248192753
BISH-BABOGAYA11-1A-1U-9B,0.02,31.6,3.16,732.67,7.3267,6.69,1,0.018352,-0.019443,0.006702,0.1074,17997,1.51,8169,81169,0.105066861,1050.66861,17375,4611,21986,3.768163088,,0.371554626,3.691849359,0.105066861,0.036113891,0.019057582,0.040571273,0.099608842,0.048940235,0.008187028,,0.077922078,90.99663594,1.894988095
BISH-BABOGAYA11-1A-1U-9B,0.02,31.8,3.18,732.69,7.3269,6.69,1,0.018354,-0.019443,0.006684,0.1074,18024,1.64,8379,82213,0.104775806,1047.75806,17307,4616,21923,3.749350087,,0.382201341,3.750079825,0.104775806,0.034119418,0.02066323,0.040186106,0.101719655,0.049080874,0.008073713,,0.077057031,93.31782047,1.651214162
BISH-BABOGAYA11-1A-1U-9B,0.02,32,3.2,732.71,7.3271,6.69,1,0.018356,-0.019443,0.006684,0.1074,18110,1.56,8437,84106,0.10160329,1016.0329,17041,4602,21643,3.702955237,,0.38982581,3.886060158,0.10160329,0.02730675,0.018389318,0.046435337,0.109781454,0.046851176,0.006838239,,0.06730332,83.6875623,1.484924563
BISH-BABOGAYA11-1A-1U-9B,0.02,32.2,3.22,732.73,7.3273,6.7,1,0.018355,-0.019443,0.00676,0.1074,18435,1.62,8541,87771,0.112802066,1128.02066,16969,4715,21684,3.598939555,,0.393884892,4.047731046,0.112802066,0.035279469,0.021767202,0.043442169,0.110311751,0.052112156,0.008716104,,0.077269011,93.17515997,1.620762696
BISH-BABOGAYA11-1A-1U-9B,0.02,32.4,3.24,732.75,7.3275,6.7,1,0.018351,-0.019443,0.006755,0.1074,18367,1.5,8837,86985,0.125819806,1258.19806,16951,4548,21499,3.727132806,,0.411042374,4.04600214,0.125819806,0.034792316,0.026884971,0.044606726,0.11716824,0.05176985,0.010140007,,0.080591497,90.70385798,1.294117669
BISH-BABOGAYA11-1A-1U-9B,0.02,32.6,3.26,732.77,7.3277,6.7,1,0.018352,-0.019443,0.006839,0.1074,18587,1.51,9724,91418,0.130660692,1306.60692,16417,4561,20978,3.59942995,,0.463533225,4.357803413,0.130660692,0.027123653,0.017828201,0.050195443,0.110306035,0.062208027,0.008723425,,0.066763955,86.81671388,1.521390352
BISH-BABOGAYA11-1A-1U-9B,0.02,32.8,3.28,732.79,7.3279,6.71,1,0.018351,-0.019443,0.006859,0.1074,18870,1.57,9575,96026,0.137086499,1370.86499,16485,4706,21191,3.502974926,,0.451842763,4.531452032,0.137086499,0.034165448,0.01826247,0.049690907,0.110471427,0.066348922,0.010712095,,0.078141136,91.19278165,1.870801047
BISH-BABOGAYA11-1A-1U-9B,0.02,33,3.3,732.81,7.3281,6.71,1,0.018351,-0.019443,0.006877,0.1074,19021,1.61,9417,98113,0.146758513,1467.58513,15878,4591,20469,3.458505772,,0.460061557,4.793248327,0.146758513,0.035565978,0.020323416,0.050661977,0.116761933,0.071131956,0.011578485,,0.078894807,94.61234265,1.75
BISH-BABOGAYA11-1A-1U-9B,0.02,33.2,3.32,732.83,7.3283,6.71,1,0.018353,-0.019443,0.006922,0.1074,18932,1.51,10003,97997,0.145822297,1458.22297,16002,4763,20765,3.359647281,,0.481724055,4.71933542,0.145822297,0.037081628,0.018588972,0.049361907,0.126318324,0.068962196,0.012954491,,0.088837517,95.60682937,1.994818648
BISH-BABOGAYA11-1A-1U-9B,0.02,33.4,3.34,732.85,7.3285,6.72,1,0.018353,-0.019443,0.006905,0.1074,18924,1.58,9892,99158,0.149286389,1492.86389,15391,4718,20109,3.262187368,,0.491919041,4.931025909,0.149286389,0.032373564,0.018399722,0.055049978,0.128449948,0.073101596,0.014819235,,0.099267155,89.57362179,1.759459409
BISH-BABOGAYA11-1A-1U-9B,0.02,33.6,3.36,732.87,7.3287,6.72,1,0.018354,-0.019443,0.006874,0.1074,18495,1.51,9901,95618,0.150364364,1503.64364,15271,4215,19486,3.623013049,,0.508108386,4.907010161,0.150364364,0.026993739,0.027045058,0.055527045,0.126449759,0.069845017,0.012008622,,0.079863481,88.37153429,0.998102463
BISH-BABOGAYA11-1A-1U-9B,0.02,33.8,3.38,732.89,7.3289,6.72,1,0.018354,-0.019443,0.006848,0.1074,18335,1.51,9689,95032,0.15373057,1537.3057,14894,4406,19300,3.380390377,,0.502020725,4.923937824,0.15373057,0.028549223,0.023782383,0.058393782,0.129896373,0.072797927,0.013523316,,0.087967644,84.32298192,1.20043576
BISH-BABOGAYA11-1A-1U-9B,0.02,34,3.4,732.91,7.3291,6.73,1,0.018355,-0.019443,0.006836,0.1074,18663,1.53,10254,100171,0.165589285,1655.89285,14694,4643,19337,3.164764161,,0.53027874,5.180276155,0.165589285,0.034907173,0.024616021,0.059368051,0.124993536,0.07643378,0.012514868,,0.075577764,87.25696848,1.418067242
BISH-BABOGAYA11-1A-1U-9B,0.02,34.2,3.42,732.93,7.3293,6.73,1,0.018354,-0.019443,0.006874,0.1074,18753,1.6,10467,101745,0.172269989,1722.69989,14966,4457,19423,3.357864034,,0.538897184,5.238377182,0.172269989,0.038047675,0.028986253,0.061782423,0.132626268,0.080059723,0.013128765,,0.0762104,84.78749987,1.312611016
BISH-BABOGAYA11-1A-1U-9B,0.02,34.4,3.44,732.95,7.3295,6.73,1,0.018352,-0.019443,0.006908,0.1074,18637,1.54,10519,100589,0.167089,1670.89,14669,4668,19337,3.142459297,,0.543983038,5.201892744,0.167089,0.035734602,0.026167451,0.062212339,0.13699126,0.080570926,0.012514868,,0.074899412,83.61512889,1.365612646
BISH-BABOGAYA11-1A-1U-9B,0.02,34.6,3.46,732.97,7.3297,6.73,1,0.018354,-0.019443,0.006908,0.1074,18947,1.52,11286,103815,0.1745363,1745.363,14771,4692,19463,3.148124467,,0.579869496,5.333967014,0.1745363,0.033910497,0.025946668,0.063659251,0.129425063,0.085598315,0.014232133,,0.081542538,83.78934609,1.306930701
BISH-BABOGAYA11-1A-1U-9B,0.02,34.8,3.48,732.99,7.3299,6.73,1,0.018354,-0.019443,0.006926,0.1074,19034,1.52,11104,105288,0.177649528,1776.49528,14461,4599,19060,3.144379213,,0.582581322,5.524029381,0.177649528,0.040398741,0.026075551,0.064375656,0.138772298,0.086621196,0.014742917,,0.082988777,85.80929072,1.549295775
BISH-BABOGAYA11-1A-1U-9B,0.02,35,3.5,733.01,7.3301,6.74,1,0.018352,-0.019443,0.006926,0.1074,18841,1.62,11110,103288,0.173940779,1739.40779,14347,4464,18811,3.213933692,,0.590611876,5.490829834,0.173940779,0.04279411,0.028812929,0.066822604,0.141885067,0.085322418,0.014938068,,0.085880196,82.17024637,1.485239838
BISH-BABOGAYA11-1A-1U-9B,0.02,35.2,3.52,733.03,7.3303,6.74,1,0.018351,-0.019443,0.006961,0.1074,18690,1.59,10953,102750,0.177854488,1778.54488,14194,4636,18830,3.061691113,,0.581678173,5.456718003,0.177854488,0.038874137,0.031439193,0.069251195,0.133351036,0.079500797,0.012533192,,0.070468797,78.79601216,1.236486477
BISH-BABOGAYA11-1A-1U-9B,0.02,35.4,3.54,733.05,7.3305,6.74,1,0.01835,-0.019443,0.006938,0.1074,18568,1.67,10884,101749,0.175490716,1754.90716,14247,4603,18850,3.095155333,,0.577400531,5.397824934,0.175490716,0.034323607,0.023766578,0.067692308,0.139575597,0.087798408,0.013952255,,0.079504232,79.74059525,1.444196426
BISH-BABOGAYA11-1A-1U-9B,0.02,35.6,3.56,733.07,7.3307,6.74,1,0.018353,-0.019443,0.006747,0.1074,18680,1.56,10966,102754,0.175745505,1757.45505,14025,4553,18578,3.080386558,,0.590268059,5.530950587,0.175745505,0.039616751,0.026536764,0.069706104,0.148508989,0.082086339,0.013349123,,0.075957121,79.34671814,1.492900604
BISH-BABOGAYA11-1A-1U-9B,0.02,35.8,3.58,733.09,7.3309,6.74,1,0.018352,-0.019443,0.006729,0.1074,18834,1.68,10764,103578,0.185525621,1855.25621,14313,4617,18930,3.100064977,,0.568621236,5.47163233,0.185525621,0.034706815,0.02461701,0.066983624,0.134231379,0.082408875,0.014210248,,0.076594533,81.68611973,1.409871264
BISH-BABOGAYA11-1A-1U-9B,0.02,36,3.6,733.11,7.3311,6.74,1,0.018356,-0.019443,0.006816,0.1074,18775,1.47,10820,102660,0.176144756,1761.44756,14395,4561,18956,3.156106117,,0.570795526,5.415699515,0.176144756,0.033920658,0.022156573,0.063304495,0.133836252,0.082559612,0.013768728,,0.078167116,85.54999949,1.530952372
BISH-BABOGAYA11-1A-1U-9B,0.02,36.2,3.62,733.13,7.3313,6.74,1,0.018354,-0.019443,0.006881,0.1074,19017,1.61,10752,105083,0.177166779,1771.66779,14690,4659,19349,3.153037132,,0.555687632,5.430926663,0.177166779,0.039640291,0.024704119,0.068065533,0.128637139,0.079022172,0.013230658,,0.074679113,79.78967362,1.604602496
BISH-BABOGAYA11-1A-1U-9B,0.02,36.4,3.64,733.15,7.3315,6.74,1,0.018352,-0.019443,0.006923,0.1074,18979,1.46,10841,103902,0.164889986,1648.89986,14485,4558,19043,3.177928916,,0.569290553,5.456178123,0.164889986,0.033923226,0.024260883,0.067163787,0.145670325,0.081394738,0.013705824,,0.083121019,81.23690409,1.398268398
